file_name,comment_text,stance_label
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The head teacher of the school is required to periodically bring to the notice of the SDMC all such lapses and violations of the Act and Rules.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Table3.12: Admissions in entry class in sample schools from 2015 to 2018 in Rural Madhya Pradesh Year Admission taken Left Out (Without TC) Boys Girls TOTAL Boys Girls TOTAL No.,Neutral
SSG-2022-report.pdf,"This plan emphasized on communication at District, panchayat, and village level administrative and political machinery along with the community Large scale citizen participation played a key role in making Swachh Survekshan Grameen 2022 a success.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","The quantitative primary data for the survey was collected through three structured schedules each administered to school principal / headmaster, Teacher and one of the Parent of the child.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,The impact of school meals on school participation: Evidence from rural India.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",7  Duties of the government of NCT of Delhi and local authority relating to identification of children.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All states have supplied the text books to all the students.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",This provision is intended to institute reform to remove procedural barriers in obtaining Transfer Certificates.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In certain cases it can be slightly more or less.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Hence the availability of compound wall was observed in each of the selected KGBVs and it was found that in all the six KGBVs selected the compound walls were available.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,The restrictive area of sample size is yet another drawback of the research; collection of data via online platforms is limiting the researcher to collect data from the field.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(v) The state has not felt any constraint w.r.t any physical infrastructures.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the 178 Model 1 schools are recognized as Government Upper Primary Schools and covered under UDISE.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",34 respect of the amount received by them as reimbursement under sub-section (2) of section 12 of the Act.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In one of the school all go home and in another none go home.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Nandita Medhi State Programme Officer 8638464774 Ms.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"The number of class rooms ranged from 2 to 12, majority of the schools having 3 class rooms.",Neutral
SSG-2022-report.pdf,The following two manuals were primary for the survey a) CAPI Instruction manual b) Interviewers manual.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Dairy products are included only in Haryana, Karnataka, Kerala, Lakshadweep, Maharashtra, and Rajasthan despite generally being an accepted vegetarian source of nutrients.",Neutral
SSG-2022-report.pdf,A questionnaire was used as the tool for observation and data collection.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,More than 43 percent belonged to 8th standards and about 17 percent belonged to 6th standard.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","However, during 2016 boys dominated the enrolment by about 1%.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,233 Years spent by girls in KGBV The girls who are currently studying under KGBV scheme contacted were asked as to when they have joined the institution for the studies.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has further been seen that all the teachers associated with the management of the schools are satisfied with the arrangements in the hostels.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",91 Deputy Director of Public Instruction in batches of 20.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",However as per government authorities drop-out rate was very low.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf", The admission process in Delhi for EWS / DG and Children with Disability (CwD) categories is computerised through the website of the DoE.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"Role models, mentors, and sponsors: The elusive concepts.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Their responses have been consolidated and presented in the table below.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","5  Principal / headmaster of each school Selection of teacher: In every selected school, one senior teacher actively involved in the admission process was selected and interviewed.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",3.2.3 Interaction with parents Interaction with parents revealed that the process of admission at the entry level was online.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The most probable reasons reported by school principals across states for dropout were change of place of residence and transfer of parents.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Girls opinion on availability of Computers Of late computer has become an essential and integral part of education as everything around us is turning digital.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",At entry level their enrolment ranged from lowest of 817 in 2018 to highest of 860 in 2016 registering a decrease of about 5% in rural area.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Most of the schools have computerised the admission process and receive applications through their websites.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"She can easily acquire other extra co-curricular activities like art in the field of quiz, extempore speech etc.",Neutral
SSG-2022-report.pdf,"85872 public places namely Schools, Anganwadis, Public Health Centres, Haat/ bazaars, religious places in these 17,559 villages were visited for the survey.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been asked from the teachers of KGBVs during the course of the study whether they help in cooking in the hostel.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,114 Teachers for different subjects It is desired that there are separate teaches for teaching each subjects to the girls.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",It is hoped that the insights generated through research findings of this survey will help in designing focused interventions to improve implementation of the Section 12 (1) (c) of the RTE Act in the States.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,How far this is being implemented has been seen by investigating whether a doctor is attached to the KGBV or not and the prevailing position in this regard has been shown in the table below.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The scheme has provisions for cooks and assistant cooks in the hostels.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","They raise reimbursement claims on the DOE portal annually, depending on the amount spent per child, and receive the admissible reimbursement amount from the government.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Moreover, 75-100% of cooks/caterers in Maharashtra and Uttarakhand are women.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is only in one case that the hostel was found to be 500 mtrs away from school.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Encouragingly, only less than 0.05% students left the school without Transfer Certificates during 2015-2018.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It would be better to fix the time period for release of amount and follow a regular pattern of release of amount.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,71 Availability of Doctor Normally a Doctor is expected to be attached to the KGBV to take care of the health and hygiene needs of the girls.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Government of India. 63 Ministry of Human Resource Development (MHRD).,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"At the same time, “parents are keen to enroll their daughters in government schools mostly for free food.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"However, this was followed in 2015-16 by a 30% decline in the budgetary allocation for the scheme.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,After final evaluation children are promoted to the next higher class.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Grievances received and their redressal should be made time bound and public.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Processing- Data Analysis The data was entered using double entry system, the second entry or verification being done by an independent operator.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"States that were wealthier tended to have fewer private schools, while areas with poor public school performance were likely to have more private schools.",Oppose
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","In this context, the strength of EWS / DG students in terms of new admissions shows marginal increase in rural area (Total admission 11.09%; New admissions 11.25%) but substantial decrease in urban area (Total admission 12.57%; New admissions 6.82%).",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is all the more necessary in the case of Mathematics and Science.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,However 10 percent have spent 4 years and no one has spent more than 4 years.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In all the states some of the schools have said that there is no circular on list of holidays.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Table 3.18: Distribution of sample schools, by area, providing free Items to students admitted under section 12(1) (c) of RTE Act 2009 in Madhya Pradesh List of items Distribution of schools Rural Urban Total No.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",of Schools applied for reimbursement of funds 17 16 4 No.,Neutral
